name,bytes,bpc,wall,rss_kb,ec,defines
baseline64,17032,2.0791,67.55,4173824,0,lab-default
lr08_64,16994,2.0745,63.49,4173824,0,-DFX2_LSTM_LR=0.08f
h32_64,17019,2.0775,70.84,4161024,0,-DFX2_LSTM_HORIZON=32
lr08_skip01_64,16996,2.0747,62.29,4174336,0,-DFX2_LSTM_LR=0.08f -DFX2_SKIP_ERR=0.01f
lr08_h32_64,16964,2.0708,69.27,4161024,0,-DFX2_LSTM_LR=0.08f -DFX2_LSTM_HORIZON=32
